gene	name	best_mech	resfam_mech	megares_mech	card_mech	cardisamech
B357-3_scaffold_5485_2	ErmB	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-3_scaffold_3043_1	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-4_scaffold_5294_2	tetB(60)	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-4_scaffold_18204_2	dfrC	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B357-4_scaffold_5294_3	tetA(60)	Tetracycline MFS Efflux	Efflux,Tetracycline MFS Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-4_scaffold_1120_18	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-4_scaffold_25818_1	tet(40)	Efflux	Efflux	Tetracycline resistance ribosomal protection proteins		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-4_scaffold_5249_3	tetA(60)	Tetracycline MFS Efflux	Efflux,Tetracycline MFS Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-4_scaffold_1012_2	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-4_scaffold_3465_8	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-4_scaffold_18479_1	clbA	rRNA Methyltransferase		rRNA Methyltransferases		determinant of lincosamide resistance,Cfr 23S ribosomal RNA methyltransferase,determinant of linezolid resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of phenicol resistance,determinant of antibiotic resistance
B357-4_scaffold_16772_1	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-4_scaffold_790_4	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-4_scaffold_37713_2	ErmB	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-4_scaffold_6522_4	tetA(46)	Tetracycline MFS Efflux	Efflux,Tetracycline MFS Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-4_scaffold_3608_2	mphC	Phosphotransferase		Phosphotransferase	Macrolide Phosphotransferase	determinant of macrolide resistance,macrolide phosphotransferase (MPH),macrolide inactivation enzyme,antibiotic inactivation enzyme
B357-4_scaffold_7678_1	ANT(4')-Ib	Nucleotidyltransferase	Nucleotidyltransferase			ANT(4'),aminoglycoside nucleotidyltransferase (ANT),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B357-4_scaffold_5249_4	tetB(60)	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-4_scaffold_76_12	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B357-5_scaffold_2786_7	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B357-5_scaffold_13535_2	tetB(60)	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-5_scaffold_23443_1	cat	Acetyltransferase	Acetyltransferase	Chloramphenicol acetyltransferases		determinant of antibiotic resistance,determinant of phenicol resistance,chloramphenicol acetyltransferase (CAT),antibiotic inactivation enzyme
B357-5_scaffold_12493_2	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-5_scaffold_21915_2	tet(40)	Efflux	Efflux	Tetracycline resistance ribosomal protection proteins		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-5_scaffold_4303_5	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-5_scaffold_11593_1	clbA	rRNA Methyltransferase		rRNA Methyltransferases		determinant of lincosamide resistance,Cfr 23S ribosomal RNA methyltransferase,determinant of linezolid resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of phenicol resistance,determinant of antibiotic resistance
B357-5_scaffold_1523_18	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-5_scaffold_5859_7	vanRG	Gene Modulating Resistance	Gene Modulating Resistance	VanG-type regulator		VanS-VanR two-component regulatory system,gene(s) or protein(s) associated with a glycopeptide resistance cluster,vanR
B357-5_scaffold_946_20	ErmQ	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-5_scaffold_4335_4	tetB(P)	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance major facilitator superfamily MFS efflux pumps		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-5_scaffold_1143_25	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-6_scaffold_1518_19	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-6_scaffold_5153_5	tetB(60)	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-6_scaffold_10633_1	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-6_scaffold_568_28	tetB(P)	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance major facilitator superfamily MFS efflux pumps		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-6_scaffold_26436_1	ErmB	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-6_scaffold_875_24	ErmQ	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-6_scaffold_9677_2	clbA	rRNA Methyltransferase		rRNA Methyltransferases		determinant of lincosamide resistance,Cfr 23S ribosomal RNA methyltransferase,determinant of linezolid resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of phenicol resistance,determinant of antibiotic resistance
B357-6_scaffold_10_126	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-6_scaffold_12096_1	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-6_scaffold_1836_8	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B357-6_scaffold_22469_1	tet(40)	Efflux	Efflux	Tetracycline resistance ribosomal protection proteins		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-6_scaffold_2598_13	tetA(46)	Tetracycline MFS Efflux	Efflux,Tetracycline MFS Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-6_scaffold_10314_3	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B370-1_scaffold_25569_1	tet44	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B370-1_scaffold_2770_12	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B370-1_scaffold_80422_1	QnrB6	Quinolone Resistance	Quinolone Resistance	Quinolone resistance protein Qnr		quinolone resistance protein (qnr),antibiotic target protection protein,determinant of antibiotic resistance,determinant of fluoroquinolone resistance
B370-1_scaffold_1305_27	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B370-1_scaffold_54197_1	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B370-1_scaffold_32894_2	aadA16	Nucleotidyltransferase	Nucleotidyltransferase	Aminoglycoside O-nucleotidyltransferases		ANT(3'')-Ia,aminoglycoside nucleotidyltransferase (ANT),ANT(3'')
B370-1_scaffold_5703_3	vanRG	Gene Modulating Resistance	Gene Modulating Resistance	VanG-type regulator		VanS-VanR two-component regulatory system,gene(s) or protein(s) associated with a glycopeptide resistance cluster,vanR
